probe_mode,system,dataset,example_id,question,selected_subset,original_prompt_passage_count,probe_prompt_passage_count,added_distractor_count,original_hit_top3,expected_passage_count,distractor_parent_passage_id,distractor_title,distractor_source_example_id,distractor_source_list,distractor_score,distractor_text,distractor_in_expected_set,distractor_already_in_top3,same_title_as_top1,same_source_example_as_query,competing_distractor_proxy,output_metric_delta_available,unsupported_non_abstained_delta,answer_coverage_delta,scope_note
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00081,What material is captain america's shield made out of?,asqa_dev_eval_200_first40,3,4,1,false,0,asqa_passage_006862_1aed705c7f06,Captain America: The First Avenger,asqa_train_03870,raw_dense_candidates,0.635046,"Captain America: The First Avenger. During World War II, Steve Rogers, a frail man, is transformed into the super-soldier Captain America and must stop the Red Skull from using the Tesseract as an energy source for world domination.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00082,In the dream of the rood what is the rood eventually drenched in?,asqa_dev_eval_200_first40,3,4,1,true,4,asqa_passage_009670_af1ad1d713f0,Demetrius (A Midsummer Night's Dream) Role in A Midsummer Night's Dream,asqa_dev_00686,raw_dense_candidates,0.542037,"Demetrius (A Midsummer Night's Dream) Role in A Midsummer Night's Dream. Later, Puck pours the love juice in Demetrius’ eyes as well, with the result of both Demetrius and Lysander falling in love with Helena and despising Hermia.",false,false,false,false,false,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00082,In the dream of the rood what is the rood eventually drenched in?,asqa_dev_eval_200_first40,3,4,1,true,4,asqa_passage_009670_af1ad1d713f0,Demetrius (A Midsummer Night's Dream) Role in A Midsummer Night's Dream,asqa_dev_00686,raw_dense_candidates,0.542037,"Demetrius (A Midsummer Night's Dream) Role in A Midsummer Night's Dream. Later, Puck pours the love juice in Demetrius’ eyes as well, with the result of both Demetrius and Lysander falling in love with Helena and despising Hermia.",false,false,false,false,false,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00082,In the dream of the rood what is the rood eventually drenched in?,asqa_dev_eval_200_first40,3,4,1,true,4,asqa_passage_009670_af1ad1d713f0,Demetrius (A Midsummer Night's Dream) Role in A Midsummer Night's Dream,asqa_dev_00686,raw_dense_candidates,0.542037,"Demetrius (A Midsummer Night's Dream) Role in A Midsummer Night's Dream. Later, Puck pours the love juice in Demetrius’ eyes as well, with the result of both Demetrius and Lysander falling in love with Helena and despising Hermia.",false,false,false,false,false,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00083,When did the seljuk empire begin and end?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_000855_227a0cdae94f,Neo-Babylonian Empire,asqa_train_00491,raw_dense_candidates,0.671526,"Neo-Babylonian Empire. The Neo-Babylonian Empire, also known as the Second Babylonian Empire[5] and historically known as the Chaldean Empire,[6] was the last of the Mesopotamian empires to be ruled by monarchs native to Mesopotamia.[7] Beginning with Nabop...",false,false,false,false,false,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00083,When did the seljuk empire begin and end?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_000855_227a0cdae94f,Neo-Babylonian Empire,asqa_train_00491,raw_dense_candidates,0.671526,"Neo-Babylonian Empire. The Neo-Babylonian Empire, also known as the Second Babylonian Empire[5] and historically known as the Chaldean Empire,[6] was the last of the Mesopotamian empires to be ruled by monarchs native to Mesopotamia.[7] Beginning with Nabop...",false,false,false,false,false,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00083,When did the seljuk empire begin and end?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_000855_227a0cdae94f,Neo-Babylonian Empire,asqa_train_00491,raw_dense_candidates,0.671526,"Neo-Babylonian Empire. The Neo-Babylonian Empire, also known as the Second Babylonian Empire[5] and historically known as the Chaldean Empire,[6] was the last of the Mesopotamian empires to be ruled by monarchs native to Mesopotamia.[7] Beginning with Nabop...",false,false,false,false,false,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00084,Why did the st louis cardinals move to arizona?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_000730_a5e5c1840916,Los Angeles Rams,asqa_train_00427,raw_dense_candidates,0.678504,"Los Angeles Rams. The Los Angeles Rams are a professional American football team based in the Los Angeles metropolitan area. The Rams left southern California and moved to St. Louis, Missouri, following the 1994 NFL season.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00084,Why did the st louis cardinals move to arizona?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_000730_a5e5c1840916,Los Angeles Rams,asqa_train_00427,raw_dense_candidates,0.678504,"Los Angeles Rams. The Los Angeles Rams are a professional American football team based in the Los Angeles metropolitan area. The Rams left southern California and moved to St. Louis, Missouri, following the 1994 NFL season.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00084,Why did the st louis cardinals move to arizona?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_000730_a5e5c1840916,Los Angeles Rams,asqa_train_00427,raw_dense_candidates,0.678504,"Los Angeles Rams. The Los Angeles Rams are a professional American football team based in the Los Angeles metropolitan area. The Rams left southern California and moved to St. Louis, Missouri, following the 1994 NFL season.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00086,Who sang still crazy after all these years?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_005819_716d11d317b9,Are U Still Down,asqa_train_03255,raw_dense_candidates,0.566328,"Are U Still Down. ""Are U Still Down"" is a song co-written and performed by American contemporary R&B singer Jon B, issued as a single from his second studio album Cool Relax.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00086,Who sang still crazy after all these years?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_005819_716d11d317b9,Are U Still Down,asqa_train_03255,raw_dense_candidates,0.566328,"Are U Still Down. ""Are U Still Down"" is a song co-written and performed by American contemporary R&B singer Jon B, issued as a single from his second studio album Cool Relax.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00086,Who sang still crazy after all these years?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_005819_716d11d317b9,Are U Still Down,asqa_train_03255,raw_dense_candidates,0.566328,"Are U Still Down. ""Are U Still Down"" is a song co-written and performed by American contemporary R&B singer Jon B, issued as a single from his second studio album Cool Relax.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00089,When does the champions league group stage start?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_006322_82f11d21fe02,2017 UEFA Champions League Final,asqa_train_03585,raw_dense_candidates,0.750376,"2017 UEFA Champions League Final. The 2017 UEFA Champions League Final was the final match of the 2016–17 UEFA Champions League, the 62nd season of Europe's premier club football tournament organised by UEFA, and the 25th season since it was renamed from th...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00089,When does the champions league group stage start?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_006322_82f11d21fe02,2017 UEFA Champions League Final,asqa_train_03585,raw_dense_candidates,0.750376,"2017 UEFA Champions League Final. The 2017 UEFA Champions League Final was the final match of the 2016–17 UEFA Champions League, the 62nd season of Europe's premier club football tournament organised by UEFA, and the 25th season since it was renamed from th...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00089,When does the champions league group stage start?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_006322_82f11d21fe02,2017 UEFA Champions League Final,asqa_train_03585,raw_dense_candidates,0.750376,"2017 UEFA Champions League Final. The 2017 UEFA Champions League Final was the final match of the 2016–17 UEFA Champions League, the 62nd season of Europe's premier club football tournament organised by UEFA, and the 25th season since it was renamed from th...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00102,When did the ancient chinese civilization begin and end?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_009665_4a6995d0203d,History of the Great Wall of China,asqa_dev_00685,raw_dense_candidates,0.699052,"History of the Great Wall of China. The history of the Great Wall of China began when fortifications built by various states during the Spring and Autumn (771–476 BC)[1] and Warring States periods (475–221 BC) were connected by the first emperor of China, Q...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00102,When did the ancient chinese civilization begin and end?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_009665_4a6995d0203d,History of the Great Wall of China,asqa_dev_00685,raw_dense_candidates,0.699052,"History of the Great Wall of China. The history of the Great Wall of China began when fortifications built by various states during the Spring and Autumn (771–476 BC)[1] and Warring States periods (475–221 BC) were connected by the first emperor of China, Q...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00102,When did the ancient chinese civilization begin and end?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_009665_4a6995d0203d,History of the Great Wall of China,asqa_dev_00685,raw_dense_candidates,0.699052,"History of the Great Wall of China. The history of the Great Wall of China began when fortifications built by various states during the Spring and Autumn (771–476 BC)[1] and Warring States periods (475–221 BC) were connected by the first emperor of China, Q...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00107,Who wrote the lyrics to in the ghetto?,asqa_dev_eval_200_first40,3,4,1,false,3,asqa_passage_000571_0925c1d3f37d,The House I Live In (1945 film) Title song,asqa_train_00344,raw_dense_candidates,0.606954,"The House I Live In (1945 film) Title song. The House I Live In is a ten-minute short film written by Albert Maltz, produced by Frank Ross and Mervyn LeRoy, and starring Frank Sinatra.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00107,Who wrote the lyrics to in the ghetto?,asqa_dev_eval_200_first40,3,4,1,false,3,asqa_passage_000571_0925c1d3f37d,The House I Live In (1945 film) Title song,asqa_train_00344,raw_dense_candidates,0.606954,"The House I Live In (1945 film) Title song. The House I Live In is a ten-minute short film written by Albert Maltz, produced by Frank Ross and Mervyn LeRoy, and starring Frank Sinatra.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00107,Who wrote the lyrics to in the ghetto?,asqa_dev_eval_200_first40,3,4,1,false,3,asqa_passage_000571_0925c1d3f37d,The House I Live In (1945 film) Title song,asqa_train_00344,raw_dense_candidates,0.606954,"The House I Live In (1945 film) Title song. The House I Live In is a ten-minute short film written by Albert Maltz, produced by Frank Ross and Mervyn LeRoy, and starring Frank Sinatra.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00112,Who played matt brody on the original baywatch?,asqa_dev_eval_200_first40,3,4,1,true,6,asqa_passage_007296_ee45615d3f18,I Can Only Imagine (film) Cast,asqa_train_04103,raw_dense_candidates,0.607757,I Can Only Imagine (film) Cast. Brody Rose plays young Bart Millard.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00112,Who played matt brody on the original baywatch?,asqa_dev_eval_200_first40,3,4,1,true,6,asqa_passage_007296_ee45615d3f18,I Can Only Imagine (film) Cast,asqa_train_04103,raw_dense_candidates,0.607757,I Can Only Imagine (film) Cast. Brody Rose plays young Bart Millard.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00112,Who played matt brody on the original baywatch?,asqa_dev_eval_200_first40,3,4,1,true,6,asqa_passage_007296_ee45615d3f18,I Can Only Imagine (film) Cast,asqa_train_04103,raw_dense_candidates,0.607757,I Can Only Imagine (film) Cast. Brody Rose plays young Bart Millard.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00113,How long is a rainbow six siege game?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_001639_548b74ce949e,Game of Thrones (season 6),asqa_train_00931,raw_dense_candidates,0.626780,"Game of Thrones (season 6). The sixth season of the fantasy drama television series Game of Thrones premiered on HBO on April 24, 2016, and concluded on June 26. It consists of 10 episodes, each of approximately 50–60 minutes long. Much of the season's stor...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00113,How long is a rainbow six siege game?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_001639_548b74ce949e,Game of Thrones (season 6),asqa_train_00931,raw_dense_candidates,0.626780,"Game of Thrones (season 6). The sixth season of the fantasy drama television series Game of Thrones premiered on HBO on April 24, 2016, and concluded on June 26. It consists of 10 episodes, each of approximately 50–60 minutes long. Much of the season's stor...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00113,How long is a rainbow six siege game?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_001639_548b74ce949e,Game of Thrones (season 6),asqa_train_00931,raw_dense_candidates,0.626780,"Game of Thrones (season 6). The sixth season of the fantasy drama television series Game of Thrones premiered on HBO on April 24, 2016, and concluded on June 26. It consists of 10 episodes, each of approximately 50–60 minutes long. Much of the season's stor...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00118,Who was the president of indian national congress when india became free?,asqa_dev_eval_200_first40,3,4,1,false,2,asqa_passage_007077_e512e1a2baff,Pranab Mukherjee,asqa_train_03984,raw_dense_candidates,0.699331,Pranab Mukherjee. Pranab Kumar Mukherjee (Bengali: প্রণব কুমার মুখার্জি; 11 December 1935 – 31 August 2020)[3][4][5][6][7][8] was an Indian statesman who served as the 13th President of India from 2012 until 2017.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00118,Who was the president of indian national congress when india became free?,asqa_dev_eval_200_first40,3,4,1,false,2,asqa_passage_007077_e512e1a2baff,Pranab Mukherjee,asqa_train_03984,raw_dense_candidates,0.699331,Pranab Mukherjee. Pranab Kumar Mukherjee (Bengali: প্রণব কুমার মুখার্জি; 11 December 1935 – 31 August 2020)[3][4][5][6][7][8] was an Indian statesman who served as the 13th President of India from 2012 until 2017.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00118,Who was the president of indian national congress when india became free?,asqa_dev_eval_200_first40,3,4,1,false,2,asqa_passage_007077_e512e1a2baff,Pranab Mukherjee,asqa_train_03984,raw_dense_candidates,0.699331,Pranab Mukherjee. Pranab Kumar Mukherjee (Bengali: প্রণব কুমার মুখার্জি; 11 December 1935 – 31 August 2020)[3][4][5][6][7][8] was an Indian statesman who served as the 13th President of India from 2012 until 2017.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00119,Who wrote a romance called le morte d'arthur about the death of king arthur?,asqa_dev_eval_200_first40,3,4,1,true,1,asqa_passage_001999_813a34d77ea1,Beauty and the Beast,asqa_train_01158,raw_dense_candidates,0.619033,Beauty and the Beast. Beauty and the Beast (French: La Belle et la Bête) is a fairy tale written by French novelist Gabrielle-Suzanne Barbot de Villeneuve and published in 1740 in La Jeune Américaine et les contes marins (The Young American and Marine Tales...,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00119,Who wrote a romance called le morte d'arthur about the death of king arthur?,asqa_dev_eval_200_first40,3,4,1,true,1,asqa_passage_001999_813a34d77ea1,Beauty and the Beast,asqa_train_01158,raw_dense_candidates,0.619033,Beauty and the Beast. Beauty and the Beast (French: La Belle et la Bête) is a fairy tale written by French novelist Gabrielle-Suzanne Barbot de Villeneuve and published in 1740 in La Jeune Américaine et les contes marins (The Young American and Marine Tales...,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00119,Who wrote a romance called le morte d'arthur about the death of king arthur?,asqa_dev_eval_200_first40,3,4,1,true,1,asqa_passage_001999_813a34d77ea1,Beauty and the Beast,asqa_train_01158,raw_dense_candidates,0.619033,Beauty and the Beast. Beauty and the Beast (French: La Belle et la Bête) is a fairy tale written by French novelist Gabrielle-Suzanne Barbot de Villeneuve and published in 1740 in La Jeune Américaine et les contes marins (The Young American and Marine Tales...,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00125,How much did the deepwater horizon oil spill cost bp?,asqa_dev_eval_200_first40,3,4,1,true,1,asqa_passage_008210_42b7afb605fd,Costa Concordia disaster,asqa_dev_00160,raw_dense_candidates,0.581602,"Costa Concordia disaster. On 13 January 2012, the Italian cruise ship Costa Concordia ran aground, capsized, and later sank in shallow waters after striking an underwater rock off Isola del Giglio, Tuscany, resulting in 32 deaths.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00125,How much did the deepwater horizon oil spill cost bp?,asqa_dev_eval_200_first40,3,4,1,true,1,asqa_passage_008210_42b7afb605fd,Costa Concordia disaster,asqa_dev_00160,raw_dense_candidates,0.581602,"Costa Concordia disaster. On 13 January 2012, the Italian cruise ship Costa Concordia ran aground, capsized, and later sank in shallow waters after striking an underwater rock off Isola del Giglio, Tuscany, resulting in 32 deaths.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00125,How much did the deepwater horizon oil spill cost bp?,asqa_dev_eval_200_first40,3,4,1,true,1,asqa_passage_008210_42b7afb605fd,Costa Concordia disaster,asqa_dev_00160,raw_dense_candidates,0.581602,"Costa Concordia disaster. On 13 January 2012, the Italian cruise ship Costa Concordia ran aground, capsized, and later sank in shallow waters after striking an underwater rock off Isola del Giglio, Tuscany, resulting in 32 deaths.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00136,Where did kevin durant go in the nba draft?,asqa_dev_eval_200_first40,3,4,1,false,0,asqa_passage_001195_8d584522c501,Golden State Warriors,asqa_train_00708,raw_dense_candidates,0.695859,"Golden State Warriors. The Golden State Warriors are an American professional basketball team based in San Francisco. The Warriors compete in the National Basketball Association (NBA), as a member of the league's Western Conference Pacific Division. Founded...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00136,Where did kevin durant go in the nba draft?,asqa_dev_eval_200_first40,3,4,1,false,0,asqa_passage_001195_8d584522c501,Golden State Warriors,asqa_train_00708,raw_dense_candidates,0.695859,"Golden State Warriors. The Golden State Warriors are an American professional basketball team based in San Francisco. The Warriors compete in the National Basketball Association (NBA), as a member of the league's Western Conference Pacific Division. Founded...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00136,Where did kevin durant go in the nba draft?,asqa_dev_eval_200_first40,3,4,1,false,0,asqa_passage_001195_8d584522c501,Golden State Warriors,asqa_train_00708,raw_dense_candidates,0.695859,"Golden State Warriors. The Golden State Warriors are an American professional basketball team based in San Francisco. The Warriors compete in the National Basketball Association (NBA), as a member of the league's Western Conference Pacific Division. Founded...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00138,The guy who tries to kill bugs bunny?,asqa_dev_eval_200_first40,3,4,1,true,5,asqa_passage_004796_d805eaecf763,Hoodwinked Too! Hood vs. Evil Plot,asqa_train_02700,raw_dense_candidates,0.640369,"Hoodwinked Too! Hood vs. Evil Plot. While getting info at the Giant's (Brad Garrett) nightclub and interrogating his harp, Red and company learn that an incarcerated Boingo the Bunny (Andy Dick) has been having specific ingredients sent to Verushka (who was...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00138,The guy who tries to kill bugs bunny?,asqa_dev_eval_200_first40,3,4,1,true,5,asqa_passage_004796_d805eaecf763,Hoodwinked Too! Hood vs. Evil Plot,asqa_train_02700,raw_dense_candidates,0.640369,"Hoodwinked Too! Hood vs. Evil Plot. While getting info at the Giant's (Brad Garrett) nightclub and interrogating his harp, Red and company learn that an incarcerated Boingo the Bunny (Andy Dick) has been having specific ingredients sent to Verushka (who was...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00138,The guy who tries to kill bugs bunny?,asqa_dev_eval_200_first40,3,4,1,true,5,asqa_passage_004796_d805eaecf763,Hoodwinked Too! Hood vs. Evil Plot,asqa_train_02700,raw_dense_candidates,0.640369,"Hoodwinked Too! Hood vs. Evil Plot. While getting info at the Giant's (Brad Garrett) nightclub and interrogating his harp, Red and company learn that an incarcerated Boingo the Bunny (Andy Dick) has been having specific ingredients sent to Verushka (who was...",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00140,When will they finish building the sagrada familia?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_005170_171927d4640e,Big Brother Naija (season 2),asqa_train_02914,raw_dense_candidates,0.590202,Big Brother Naija (season 2). Big Brother Naija 2017 launched on 22 January 2017 and is slated to end after 78 days.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00140,When will they finish building the sagrada familia?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_005170_171927d4640e,Big Brother Naija (season 2),asqa_train_02914,raw_dense_candidates,0.590202,Big Brother Naija (season 2). Big Brother Naija 2017 launched on 22 January 2017 and is slated to end after 78 days.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00140,When will they finish building the sagrada familia?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_005170_171927d4640e,Big Brother Naija (season 2),asqa_train_02914,raw_dense_candidates,0.590202,Big Brother Naija (season 2). Big Brother Naija 2017 launched on 22 January 2017 and is slated to end after 78 days.,false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00144,Who's won the most premierships in afl?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_006741_000003ad0228,2010 AFL Grand Final,asqa_train_03815,raw_dense_candidates,0.723226,"2010 AFL Grand Final. Collingwood defeated St Kilda by 56 points, marking Collingwood's fifteenth VFL/AFL premiership victory and their first since 1990.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00144,Who's won the most premierships in afl?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_006741_000003ad0228,2010 AFL Grand Final,asqa_train_03815,raw_dense_candidates,0.723226,"2010 AFL Grand Final. Collingwood defeated St Kilda by 56 points, marking Collingwood's fifteenth VFL/AFL premiership victory and their first since 1990.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00144,Who's won the most premierships in afl?,asqa_dev_eval_200_first40,3,4,1,true,3,asqa_passage_006741_000003ad0228,2010 AFL Grand Final,asqa_train_03815,raw_dense_candidates,0.723226,"2010 AFL Grand Final. Collingwood defeated St Kilda by 56 points, marking Collingwood's fifteenth VFL/AFL premiership victory and their first since 1990.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00149,Who took control of the italian government in 1922?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_007823_546f3cfcdd2b,David Lloyd George,asqa_dev_00031,raw_dense_candidates,0.617928,"David Lloyd George. David Lloyd George, 1st Earl Lloyd-George of Dwyfor, OM PC (17 January 1863 – 26 March 1945) was a Welsh statesman and Liberal Party politician who served as Prime Minister of the United Kingdom from 1916 to 1922.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_only,asqa,asqa_dev_00149,Who took control of the italian government in 1922?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_007823_546f3cfcdd2b,David Lloyd George,asqa_dev_00031,raw_dense_candidates,0.617928,"David Lloyd George. David Lloyd George, 1st Earl Lloyd-George of Dwyfor, OM PC (17 January 1863 – 26 March 1945) was a Welsh statesman and Liberal Party politician who served as Prime Minister of the United Kingdom from 1916 to 1922.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,gate_plus_verifier,asqa,asqa_dev_00149,Who took control of the italian government in 1922?,asqa_dev_eval_200_first40,3,4,1,true,2,asqa_passage_007823_546f3cfcdd2b,David Lloyd George,asqa_dev_00031,raw_dense_candidates,0.617928,"David Lloyd George. David Lloyd George, 1st Earl Lloyd-George of Dwyfor, OM PC (17 January 1863 – 26 March 1945) was a Welsh statesman and Liberal Party politician who served as Prime Minister of the United Kingdom from 1916 to 1922.",false,false,false,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
static_prompt_injection_proxy_no_generation,baseline,asqa,asqa_dev_00167,Where does the ophthalmic nerve exit the skull?,asqa_dev_eval_200_first40,3,4,1,true,5,asqa_passage_002090_a91258e009c8,Optic nerve Structure,asqa_train_01206,raw_dense_candidates,0.746325,"Optic nerve Structure. The optic nerve leaves the orbit (eye socket) via the optic canal, running postero-medially towards the optic chiasm, where there is a partial decussation (crossing) of fibers from the temporal visual fields (the nasal hemi-retina) of...",false,true,true,false,true,false,,,Prompt-input probe only; no new model generations were run in this iteration.
